Title,location,Posting_date,DESCRIPTION,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS
Software Development Engineer,"US, WA, Seattle ","October 25, 2017","Are you curious about how Amazon processes billions of offers, and maintains a high bar for seller and customer experience?This is an excellent opportunity to showcase your strong engineering and leadership skills, and help us define a forward looking, multi year vision of how to build, roll out, grow and evangelise a new way of making sure that Amazons customer experience remains at the top of the industry!At the heart of Amazons e-commerce business is the Item & Offer Platform engineering team. The platform is used by millions of merchants to expose customers to new products or new offerings on existing products. Using massively parallel processing and proprietary techniques, millions of updates to details, prices, inventory levels, and relationships are processed in real time to keep Amazons catalog fresh. Imagine that on any given day your solutions bring billions of experiences to customers around the globe; that is the reality on the Item & Offer Platform team.The Item and Offer Platform team is an agile, fast-moving team driving the future of this central piece of Amazons shopping experience. We are looking for a Software Development Engineer (SDE) to shape that future.In this role, you will participate in all parts of the software development process, from collaborating with customers on design to executing that design in a scalable and extensible way. You will have the opportunity to solve hard computer science problems and help the business every day.Successful candidates are passionate about translating high-level, ambiguous business goals to software platforms that enable multiple businesses. You are passionate about taking initiative, delivering extensible, on-time solutions, and being a part of high-performing teams.","· Bachelors degree in Computer Science or a related discipline, or equivalent industry experience· 5+ years of Object Oriented software design & development or architecture experience· Proficiency in, at least, one modern programming language such as Java, Python, C/C++, or C#· Experience with NoSQL design· In-depth knowledge of Computer Science data structures and algorithms· Strong problem solving ability and object-oriented design skills","· Experience building extremely high volume and highly scalable web service· Experience building highly available, low latency systems and operating 24x7 services· Experience with distributed systems, consistent hashing, distributed locking, replication, and load balancing· Working knowledge of Large Scale Data processing platforms· Strong problem solving ability and object-oriented design skills· Ability to excel in a fast-paced, startup-like environmentAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation"
Software Development Engineer,"US, WA, Seattle ","October 25, 2017","The AWS Business Activity Management Framework team is looking for a strong Software Development Engineer to help us build the next generation platform for managing business processes and machine workflows across AWS. We are changing the way business stakeholders discover, execute, analyze, and improve business processes. Our platform enables developers to quickly automate business processes using standard languages and patters in a federated fashion. This is a new service, and we have a lot of exciting components to build, and a lot of interesting integrations to work through. Please reach out to us if you’d like to learn more!Do you take pride in building outstanding products? Are you looking to take your career to the next level? Do you like working with different teams across organizational boundaries to solve complex problems? If so, this is a unique opportunity for you – read on!If you have over 5 years of experience as a hands-on software developer, have worked with distributed systems at scale, and have experience in start-ups or possess a “start-up mentality”, keep reading.Do you:· Enjoy delivering valuable software to customer on a frequent basis· Obsess over software performance and challenge yourself and others to deliver highly scalable, reliable and fast computation platforms?· Challenge yourself to find long term solutions to software performance, availability and scaling issues?· Posses great problem solving skills and are able to follow through with a clean and maintainable implementation?· Have a passion for continuously improvement on the systems that you own· Have a high bar for coding excellence and a passion for design and architecture ?· Want to work with the latest AWS technologies to achieve rapid scale· Want to work in a team that will have large scale impact but still operates like a small startup?· Either live or desire to live in the greater Seattle area ?We move fast and have fun, while being deeply involved in solving some of the most complex and provide business value to our customers.","· 5+ years of experience designing, building, deploying, operating, scaling, and evolving distributed systems and high-volume transaction application in a 24/7 environment· 5+ years of industry experience in software development in Java, C++, C# or similar object oriented programming language· Bachelor’s Degree in Computer Science or related field or equivalent work experience","· Strong, object-oriented design and coding skills (C/C++ and/or Java preferably on a UNIX or Linux platform)· Knowledge of Perl or other scripting languages a plus· Experience with distributed (multi-tiered) systems, algorithms, and relational databases· Deal well with ambiguous/undefined problems; ability to think abstractly· Graduate degree a plus· Ability to mentor and grow junior staff"
Senior Software Development Engineer,"US, WA, Seattle ","October 24, 2017","Are you curious about how Amazon processes billions of offers, and maintains a high bar for seller and customer experience?This is an excellent opportunity to showcase your strong engineering and leadership skills, and help us define a forward looking, multi year vision of how to build, roll out, grow and evangelise a new way of making sure that Amazons customer experience remains at the top of the industry!At the heart of Amazons e-commerce business is the Item & Offer Platform engineering team. The platform is used by millions of merchants to expose customers to new products or new offerings on existing products. Using massively parallel processing and proprietary techniques, millions of updates to details, prices, inventory levels, and relationships are processed in real time to keep Amazons catalog fresh. Imagine that on any given day your solutions bring billions of experiences to customers around the globe; that is the reality on the Item & Offer Platform team.The Item and Offer Platform team is an agile, fast-moving team driving the future of this central piece of Amazons shopping experience. We are looking for a Software Development Engineer (SDE) to shape that future.In this role, you will participate in all parts of the software development process, from collaborating with customers on design to executing that design in a scalable and extensible way. You will have the opportunity to solve hard computer science problems and help the business every day.Successful candidates are passionate about translating high-level, ambiguous business goals to software platforms that enable multiple businesses. You are passionate about taking initiative, delivering extensible, on-time solutions, and being a part of high-performing teams.","· Bachelor’s degree in Computer Science, Computer Engineering or related technical discipline.· 5+ years of relevant work experience in internet-related software design and development.· Demonstrated successful track record across numerous enterprise wide programs.· Computer Science fundamentals in object-oriented design, data structures· Strong problem solving ability and object-oriented design skills· Proficiency in, at least, one modern programming language such as Java, Python, C/C++, or C#","· Experience building extremely high volume and highly scalable web services· Experience building highly available, low latency systems and operating 24x7 services· Experience with distributed systems, consistent hashing, distributed locking, replication, and load balancing· Working knowledge of Large Scale Data processing platforms· Strong problem solving ability and object-oriented design skills· Ability to excel in a fast-paced, startup-like environmentAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation"
Quality Assurance Manager,"US, CA, Sunnyvale ","October 24, 2017","Amazon Lab126 is an inventive research and development company that designs and engineers high-profile consumer electronics. Lab126 began in 2004 as a subsidiary of Amazon.com, Inc., originally creating the best-selling Kindle family of products. Since then, we have produced groundbreaking devices like Fire tablets, Fire TV and Amazon Echo. What will you help us create?This role is responsible for technical guidance and leadership, scheduling, people management, reporting, and hiring. You will manage a growing team of software engineers developing an automated test infrastructure and suite of automated tests. You will collaborate with the software/firmware development teams and the manual QA team to deliver high-quality software solutions in a fast-paced environment.The responsibility of the QA Automation team is to develop a testing framework and a comprehensive set of automated tests that cover the features and functions of the various Lab 126 development Teams. The team is responsible for integrating the test suite as part of an overall continuous integration and test and deployment process.An ideal candidate is an experienced software development manager or QA automation manager with a development and/or QA background who can direct the activities of a growing team. You should have experience with automated software testing (including embedded products) and be able to apply QA principles to Lab126 software development, test and continuous deployment process.Responsibilities:• Define test strategy, tools and process for quality assurance of Lab126 Audio/Firmware/Camera systems and software• Provide technical guidance and leadership for a group of software development engineers in test• Develop and track project schedules• Define, rollout, and enforce best practice processes in the areas of automated functional, system and regression testing• Champion Design for Test (DFT) and API-centric design• Stay current with and utilize industry best practices and metrics• Drive continuous improvement in overall automated testing coverage and approach• Recruit, interview and hire new SDET engineers","· Bachelor’s degree in Computer Science, EE, or related· 3+ years experience managing a software development or QA automation team· 7+ years of overall experience as a software development engineer or software development engineer in test· 5+ years of organizing and completing projects while dealing with challenges such as cross-team dependencies, changing schedules, and constantly evolving requirements and priorities.","· Experience testing Embedded products in the following areas (Audio, FW, Multimedia, Linux, RTOS,…)· Experience testing Mobile Applications and Cloud TechnologiesLab126 is part of the Amazon.com, Inc. group of companies and is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.#LI-SJ1"
Software Development Engineer,"US, CA, Sunnyvale ","October 24, 2017","Alexa is the Amazon cloud service that powers Echo device families including Echo, Echo Dot, Echo Plus, Echo Show and Echo Spot. The Echo device families are the groundbreaking Amazon devices designed around your voice. We believe voice is the most natural user interface for interacting with technology across many domains; we are inventing the future.Work hard. Have fun. Make history.The Role:We are looking for experienced Software Development Engineer to join our team for the development of our cloud platform that enables innovative speech devices like Amazon Echo. Your job will be to work with multiple software engineers and other team members, Product and Program Managers to design and develop new ways of providing exciting and compelling experiences. Youll measure your success by the quality of your execution, the pace of innovation you help drive, and the increased satisfaction you deliver. If you’re ready to make a difference at a company that matters, if you want huge challenges to tackle, we would love to talk to you.We are looking for passionate, hard-working, and talented Software Engineers who have experience building innovative, mission critical, high volume applications. You will have an enormous opportunity to make a large impact on the design and architecture of cutting edge products used every day, by people you know.In this role, you will:· Be responsible for detailed design of cloud software components, determining current limitations and compatibilities between subsystems, selection of new concepts and methodology, and development of core systems/components· Be responsible to follow design principles, select design patterns and mentor junior team members· Prepare technical requirements and software design specifications","· Bachelor’s degree in Computer Science or related field· 3+ years of software development experience· 3+ years of experience in OO programming languages (Java, C++) and open-source technologies/frameworks (Linux, Spring, Guice, javax-rs)· Design and architecture experience, as well as sound knowledge with object oriented design patterns· Engineering process experience with the Agile Software Development principles· Exceptional interpersonal communication skill, including verbal, written, listening and customer relationships· Excellent judgment, organizational, and problem-solving skills",· Master’s degree· Experience working on a large scale deployments and performance tuning.· Ability to work in a dynamic fast moving and fast changing environment· Previous experience working in Agile team and be able to size Agile stories· JAVA Performance tuningAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Senior Software Development Engineer,"US, WA, Seattle ","October 23, 2017","WHAT? A wave of innovation is bringing sweeping changes to networking technology. Virtualization, unimaginable scale, hardware commoditization, and automation are revolutionizing network software.WHERE? At Amazon we push the boundaries in robustness, fault-tolerance and smart adaptive algorithms that can react intelligently to real-world events. Software engineers on our team contribute to every phase of the development process and deploy scalable software systems worldwide.WHY THERE? Amazon Web Services (AWS) runs one of the biggest networks in the world. We leverage big data technologies and deep network analytics software to drive network automation, performance, and reliability.WHY CARE? Make history as a software developer at AWS Networking. We develop software at every level of the stack from front-end user interfaces to low-level embedded software and everything in between. We are a highly motivated, co-operative, and fun loving team of software developers who thrive on solving challenging problems and building large-scale distributed software systems.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / VetVisit www.amazon.jobs for more information.","· A bachelors degree or higher in Computer Science (or equivalent).· 5+ years of experience in building production software applications.· Software development skills, preferably in Java, C/C++, Ruby and/or Perl in Linux environment.· Familiarity with distributed systems, asynchronous messaging, and network protocols.· A solid grounding in Computer Science fundamentals, data structures, algorithms, object-oriented design and systems architecture.· Problem solving and troubleshooting skills.","· Knowledge of major protocols, topology design, network hardware and device configuration.· 5+ years of experience in building production software applications with focus on efficient back-end components is required.· A solid understanding of performance and efficiency issues.· Experience with distributed computing and enterprise-wide systems.· Experience taking a leading role in building complex software systems that have been successfully delivered to customers.· Experience mentoring junior software engineers to improve their skills, and make them more effective, product software engineers.· Experience influencing software engineers best practices within your team.· Ability to take a project from scoping requirements through actual launch of the project.· A strong customer orientation.**LI-LJ1"
Systems Development Engineer,"US, WA, Seattle ","October 20, 2017","Are you passionate about building great software, working with smart and motivated software engineers, and solving incredible technical challenges? Then this opportunity is for you! The AWS Database Services team is looking for Systems Development Engineers for our offices in Seattle, WA.Were looking for true Dev and Ops people. Some of these people might have come from a traditional Sys Admin role, but have a solid understanding of Computer Science fundamentals and the ability to dive deep into code to find and fix issues, as well as building their own software systems that are more than just scripts. Other candidates could be Software Engineers who have a passion for not just building software, but seeing it all the way through the lifecycle into production, and then owning the day-to-day operations of a deployed system.Regardless of your background, the ideal person will be passionate about building and running large scale services, will have experience with software engineering, Linux server administration, and excellent troubleshooting skills.","· Minimum 5 years experience in either system administration or software development. Great if you have both!· Computer Science fundamentals, including data structures, algorithm design and complexity analysis· Development experience with at least one object-oriented programming language (such as Java, Ruby, Python, C++/C#)· Experience with running / troubleshooting Linux-based servers· Understanding of key networking concepts such as different protocols (TCP/IP, UDP, ICMP, etc), OSI model, DNS","· Knowledge of databases like MySQL, PostgreSQL, Oracle, SQLServer, etc· Excellent communication, prioritization, and analytical skills· Ability to work in a fast paced and agile development environment· Must be able to see opportunities for improvement, take ownership and closely work with development team to drive product improvement.· Passion for providing a great customer experience"
Senior Systems Reliability Engineer – Alexa,"US, CA, Sunnyvale ","October 20, 2017","Site Reliability Engineer for Alexa Services owns the end-to-end availability and reliability of our critical cloud services. You will work on proactively identifying the factors impacting the availability of our critical endpoints, and engineering solutions to ensure the reliability of those services. You go deep into cloud technologies and extend the limits of existing infrastructure to solve unique scaling and efficiency problems. You will be dealing with Services that operate at a latency scale of micro seconds and that handle millions of transactions per day. You should be comfortable and knowledgeable troubleshooting issues, and interested in developing tools to automate that knowledge.Responsibilities:· Design, write, and deliver software to improve the reliability, scalability, capacity, and latency of Alexa services.· Identify recurring problems and build the tools and processes to prevent problems from recurring.· Build the tools and processes to help quickly triage issues and identify the component(s) that need to be fixed.· Identify and build monitoring and alarming solutions· Work with distributed teams to ensure that components are properly instrumented to be reliably used, monitored, and debugged in the service.· Conduct periodic on-call duties.","· Bachelor in Computer Science Engineering or related field.· 5+ years in a development, dev ops, or site reliability engineer role.· Working knowledge of both scripting languages (Bash, Python, etc..) and high level programming languages (such as Java and C/C++)· Experience working with Unix/Linux.· Understanding of web services, web application development, SQL, XML/SOAP.· Knowledge and understanding of network theory and concepts such as TCP/IP, UDP, DNS, and load balancing.· Understanding of distributed systems and how to deal with very large datasets.· Experience conducting systematic troubleshooting of issues.","· Experience using AWS cloud services for compute, networking, storage, and load balancing.· Love of analytics and focus on metrics.Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation"
Software Development Engineer,"US, WA, Seattle ","October 19, 2017","Amazon Web Services (AWS) is growing rapidly – millions of customers from independent developers to large enterprises visit our management console. For many it is their introduction to AWS and their primary tool to accomplish a wide variety of tasks that deeply impact their day to day productivity. Handling our rapidly growing customer base, from the novice to the expert, from startups to large enterprises, in a highly reliable, scalable, and secure manner is challenging. It is even more challenging because we are also innovating at an unmatched pace which requires rapid iterations of the console, with data driven impact. At the heart of this rapid innovation is the AWS Console Platform.The AWS Console Platform team is looking for an experienced Software Development Engineer to take on the challenge of building and owning the platform at the heart of cloud computing. This includes building highly reliable and scalable services, and creating innovative full stack technical solutions that tailor to our diverse customer base.","· 5+ years software development experience with large-scale Internet-facing systems and web technologies· Bachelors Degree in Computer Science or related field (or equivalent experience)· Experience writing highly scalable software in at least one modern programming language such as Java, Scala, C#, or C++; including functional or object-oriented design· Experience driving operational excellence and engineering best practices for large scale distributed systems","· Strong and creative problem solving abilities· Experience with Agile and Scrum methodologies· Passion for simplicity and building highly leveraged reusable software platforms, components and APIs· 1+ years of experience with modern client side web development technologies with at least one of the following: React, Angular, Polymer, Ember, Meteor, or equivalent."
Software Development Engineer,"US, CA, East Palo Alto ","October 19, 2017","Amazon Web Services (AWS) is growing rapidly – millions of customers from independent developers to large enterprises visit our management console. For many it is their introduction to AWS and their primary tool to accomplish a wide variety of tasks that deeply impact their day to day productivity. Handling our rapidly growing customer base, from the novice to the expert, from startups to large enterprises, in a highly reliable, scalable, and secure manner is challenging. It is even more challenging because we are also innovating at an unmatched pace which requires rapid iterations of the console, with data driven impact. At the heart of this rapid innovation is the AWS Console Platform.The AWS Console Platform team is looking for an experienced Software Development Engineer to take on the challenge of building and owning the platform at the heart of cloud computing. This includes building highly reliable and scalable services, and creating innovative full stack technical solutions that tailor to our diverse customer base.","· 5+ years software development experience with large-scale Internet-facing systems and web technologies· Bachelors Degree in Computer Science or related field (or equivalent experience)· Experience writing highly scalable software in at least one modern programming language such as Java, Scala, C#, or C++; including functional or object-oriented design· Experience driving operational excellence and engineering best practices for large scale distributed systems","· Strong and creative problem solving abilities· Experience with Agile and Scrum methodologies· Passion for simplicity and building highly leveraged reusable software platforms, components and APIs· 1+ years of experience with modern client side web development technologies with at least one of the following: React, Angular, Polymer, Ember, Meteor, or equivalent."
Software Development Engineer II - AMZ2109,"US, VA, Herndon ","October 19, 2017","MULTIPLE POSITIONS AVAILABLECompany: Amazon Web Services, Inc., an Amazon.com CompanyPosition Title: Software Development Engineer IILocation: Herndon, VAPosition Responsibilities:Design, develop, implement, test, and document embedded or distributed software applications, tools, systems and services. Translate functional requirements into robust, efficient, supportable solutions that work well within the overall system architecture. Participate in the full development cycle, end-to-end, from design, implementation, and testing to documentation, delivery and maintenance. Produce comprehensive, usable software documentation. Evaluate and make decisions around the use of new or existing software products and tools. Mentor junior development engineers.","Position Requirements:Masters degree or foreign equivalent in Computer Science, Engineering, Mathematics, or a related field and one year of experience in the job offered or a related occupation. Employer will accept a Bachelor’s degree or foreign equivalent in Computer Science, Engineering, Mathematics, or a related field and five years of experience in the job offered or a related occupation as equivalent to the Master’s degree and one year of experience. Must have one year of experience in the following skill(s): designing and developing large-scale, multi-tiered, multi-threaded, embedded or distributed software applications, tools, systems, and services using: C#, C++, Java, or Perl; and Object Oriented Design.",Applicants must meet all of the above listed requirements for this position.
Software Development Engineer,"US, WA, Seattle ","October 18, 2017","The Amazon Business team is seeking Software Development Engineers who want to disrupt the way businesses purchase their supplies.Our team is focused on building solutions to enable Amazon Business customers to research, discover and buy business, industrial and scientific products in large catalogs; across multiple devices, marketplaces and regions. Our customers include individual professionals, businesses and institutions that buy in either high frequency or in bulk quantities. Our customers have different needs than the traditional Amazon customer base. Amazon Business is experiencing tremendous growth, reaching $1 Billion in revenue in its first year with %20 growth month over month!This is a great opportunity to join a new team, with no legacy code and very low operational burden, building a fast growing business. Youll be working with new technologies that improve usability, increase performance and scalability, and help better understand our customers and their needs. Youll have the opportunity to work on a varies set of problem domains including Service-Oriented Architecture, Machine Learning, Distributed Systems, and Web Development. Youll help translate business requirements to technical deliverables and deliver operationally stable solutions that provide good customer experience.Candidates need to have strong ownership, passion to provide great customer experience and excellent troubleshooting skills. Experience with building web-based applications and/or web services-based applications will be very applicable and helpful.","· Bachelor’s Degree in Computer Science or related field· Equivalent experience to a Bachelors degree based on 3 years of work experience for every 1 year of education· 3+ years professional experience in software development· Computer Science fundamentals in object-oriented design· Computer Science fundamentals in data structures, algorithm design, problem solving, and complexity analysis· Proficiency in, at least, one modern programming language such as C++, Java, or Python· Experience developing service oriented architectures and an understanding of design for scalability, performance and reliability","· Experience developing software in Linux or UNIX, and using web applications and frameworks and scripting languages· Good communication and analytical skills, including strong ability to identify and solve ambiguous problems· Experience building complex software systems that have been successfully delivered to customers· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Never ending thirst for making our development environments better· Ability to take a project from scoping requirements through actual launch of the project· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Experience working in an Agile, Kanban, or Scrum environment· Be obsessed with addressing customer needs"
Sr. Software Engineer,"US, WA, Seattle ","October 18, 2017","﻿ Would you like to work on one of the worlds largest transactional distributed systems? How about working with customers and peers from the entire range of Amazons business on cool new features? Whether youre passionate about building highly scalable and reliable systems or a software developer who likes to solve business problems, Identity Services is the place for you.Identity Services owns the identity and account information for all users of Amazons Ecommerce Platform, whether they are buyers, sellers or web services developers. Every aspect of our business interacts with our systems, if our systems are not up and running the company stops, and if were not rapidly delivering new, easy to use features the whole company slows down. Were at the intersection of can never go down, and need to move at agile, internet speed. Were the hub of Amazons massive, worldwide service-oriented architecture.We are looking for software engineers who thrive on complex problems and relish the challenge of operating a complex and mission critical system under extreme loads. Our system manages hundreds of millions of customer records, and responds to millions of service requests per minute. Do you think you are up to the challenge? Or would you like to learn more and stretch your skills and career?The successful candidate is expected to contribute to all parts of the software development and deployment lifecycle, including design, development, documentation, testing and operations. They must possess strong verbal and written communication skills, be self-driven and deliver high quality results in a fast paced environment. They need to really enjoy working closely with their peers in a group of very talented engineers.Were looking for people who are smart and can get things done, though the following skill sets provide a good foundation for a quick ramp up to being productive in our Java, Linux and Oracle-based environment. Were looking for a range of experience, from brilliant and motivated new college graduates to technical leaders with the scars and battle-tested wisdom.",- Bachelors Degree and/or Masters degree in Computer Science (or relevant equivalent)- 6+ years of professional software development experience- Proficiency in Java in a Linux or Unix environment with at least three years of industry experience in software engineering- Strong OO design skills,* Familiarity with Android development* Proficient with databases* Advanced degree in Computer Science
Sr. Software Development Engineer,"US, CA, Santa Monica ","October 17, 2017","Amazon Video is changing the traditional television and movie industry with a massive library of high-quality media and reliable digital delivery. Our services are engineered for high availability, maximum reach, and cost savings that we can pass on to customers. We enable the world to watch video instantly, from any device, whether on the road or from the comfort of a living room sofa. Today, we deliver Movies and TV shows to Windows and Mac PCs, portable devices, gaming consoles, smart phones, and smart TVs. We operate in the US, Japan, UK, Germany, and Austria, and we aspire to grow -- a lot.We are looking for talented software development engineers who can contribute to our world-class engineering culture. We deliver meaningful results for customers while simultaneously investing in each team members career and overall skill set. Domain-specific skills in video can be learned on the job. At Amazon, every engineer has the opportunity to positively impact millions of customers, and you will be called on to identify and realize these opportunities. Our team works end-to-end through the Instant Video platform, and our team members have direct ownership of the customer experience.We embrace the challenges of a fast paced market and evolving technologies, paving the way to universal availability of video and pushing the envelope for streaming quality. You will be encouraged to see the big picture, be innovative, and positively impact millions of customers. This is a young and evolving business where creativity and drive can make a lasting impact on world-wide consumer entertainment.Successful candidates for this position will have a background in Java, C++, or C# and ideally have some knowledge of Ruby. Equally important to these specific skills is a candidates ability to multi-task, adapt quickly to new development environments and changing business requirements, learn new systems, gain new skills, create reliable & maintainable code, and find creative, scalable solutions to difficult problems.The ability to communicate clearly and concisely both written and orally is a key competency as is demonstrable skill as a self-starter. We are looking for candidates who are passionate about delivering consistently great digital media experiences to our customers, particularly those who want to grow within a world-class engineering team.","· Bachelor’s degree in computer science or a related field· At least four years of experience writing production code of increasing complexity· Strong understanding of computer science fundamentals, including algorithms, complexity analysis, data structures, problem solving, and object-oriented analysis and design· Proficiency in at least one of the following: Java, C, C++, C#, Ruby, Python· Experience refactoring code and evolving architectures· Experience crafting unit, integration, functional and regression tests","· Experience developing in a Linux environment- Experience building dynamic data model driven applications· Experience applying service-oriented architecture techniques to production use cases- Experience or knowledge of building highly scalable systems using distributed technologies including NoSQL, queues, messaging, distributed file systems, distributed caches, search indexing, and RESTful applications.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation."
Software Development Engineer,"US, WA, Seattle ","October 16, 2017","Amazon Web Services (AWS) is the world leader in providing a highly reliable, scalable and low-cost infrastructure platform in the cloud.The EC2 Systems Manager team works on a wide range of areas to allow customers to easily manage large fleets of instances and run their mission-critical infrastructure on AWS. We are building exciting new services and capabilities to extend the EC2 platform to make it easy for customers to manage their infrastructure through features like Run Command and Automated Launch Configuration with many more exciting features in the works!We are looking for a Software Development Engineer who is passionate about working in cutting edge technologies, bring deep technical knowledge, experience with distributed systems to drive technical design and implement end-to-end solutions. The ideal candidate for this position is an experienced software engineer excited to work on cloud scale software and a proven track record of architecting and building software in Java/Linux, and/or C#/Windows.","· Bachelor’s degree or higher in Computer Science, Engineering or related field· 5+ years professional software engineering experience· Deep understanding of computing systems, software architecture, data structures and algorithms· Proven track record delivering high quality software on time· Possess strong analytical skills, with excellent problem solving abilities in the face of ambiguity",· Proven track record of building and shipping enterprise software products· Experience building and operating scalable infrastructure software or distributed systems
Sr. Game Engineer - Character Lead,"US, CA, San Diego ","October 16, 2017","At Amazon, our goal is to create great games. We believe in ground-breaking games that can redefine the boundaries of player experience and change the way the world sees digital entertainment. Games have the power to connect people at a massive scale, and creating these experiences will produce some of the future’s most influential voices in media and art. We seek the best game developers in the world to join our team and become the architects of this vision. Join us, and you’ll have the power of Twitch, AWS, and the entire Amazon ecosystem to shape the future of games. You will work alongside talented industry veterans, including key contributors from dozens of titles: EverQuest, Half Life 2, Left for Dead, Portal, Thief, System Shock 2, Age of Empires, Dawn of War II, Halo, The Last of Us, Gears of War, Planetside, and H1Z1.As a Game Engineer on our project you will be working with an industry leading engineering, design, and art team to produce a game that amazes our players. You will have direct access to a large number of Amazon engineers whose expertise spans from rendering all the way to machine learning and cloud compute.The Role:· Work with content creation teams to implement features and pipelines for character animation, behavior, and movement.· Develop the character controllers, camera systems, and input systems to provide the best possible player experience.· Build a system for player movement that is aware of the environment.· Collaborate with the AI team to deliver stunning NPC behaviors· Identify bottlenecks in the content pipeline to streamline the ability for the creative teams to accelerate.· Assist in developing project plans and commitments, and then deliver consistently against those commitments.· Help drive the architecture and technology choices that enable a world-class user experience.· Be a champion for the user: Insist on the highest standards, and create functional and engaging features that delight customers.· Help turn big ideas into cool new features.","· Bachelors degree in Computer Science or Computer Engineering or equivalent experience.· 5+ years of professional software engineering experience, working on multi-discipline teams.· At least 1 released game on which you were a primary contributor. Self-published titles are acceptable.· Strong 3D math skills· Strong Computer Science fundamentals in object-oriented design, algorithms, and data structures.· Advanced software engineering skills, including the ability to write expert-level, maintainable, and robust code in C++.· Good communication skills and ability to work effectively on shared projects with designers, artists, testers, and other developers.","· 7+ years of game development experience with multiple shipped titles.· Shipped AAA game title(s)· Experience developing dynamic animation systems, skeletal rendering, physics, or kinematics· Specialized skills in a particular area of game development related to the client experience, player mechanics and visualization· Experience developing systems that span both client and server.· Skilled at developing world class tools to support game systems.· Experience working on large scale, commercial online game services.· Experience working in Agile/Scrum/Kanban.We offer excellent pay and generous stock plans, great benefits including medical, dental, vision, 401k with matching, and more. Relocation is available for qualified candidates.Amazon is an Equal Opportunity – Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation"
Sr. Software Development Engineer - EC2 Launch Services,"US, WA, Seattle ","October 13, 2017","Amazon Elastic Compute Cloud (EC2) is the centerpiece the Amazon Web Services (AWS) family of cloud infrastructure services. We are starting new, exciting and immensely business impacting initiatives. Specifically, we will be building new scalable services to disruptively enhance the EC2 launch experience for all EC2 customers across various flavors, scenarios, and requirements. This is a highly visible opportunity to solve technically complex business problems and to empower customers get most out of EC2.We are seeking customer and detail-oriented leaders to build and a grow a cohesive team of talented engineers. The successful candidate will have strong technical leadership experience, and have a proven track-record to deliver results. You have a strong software engineering background, with a passion for working with large-scale data systems. You engage with customers to understand their needs, show excellent judgement in establishing priorities, and can successfully manage implementation in an agile environment. We want to move fast and work closely together on small teams to solve big problems. Creativity, imagination, rapid execution, and strong communication skills are critical to build new and exciting products for our customers. While we want to be scrappy in the right way, long term technical vision, and continuous focus on engineering and operational excellence are essential for the success in this role.","- 2+ years of experience technical leadership on software engineering teams- 5+ years of software development experience in object-oriented design and coding in Java or C++ or related technologies- Strong design, architecture, and problem solving skills- A Bachelor’s Degree in Computer Science or equivalent- Excellent communication skills","- A proven track record of working with business leaders and product managers to ship products- Experience in leading customer facing services and products- A deep understanding of software development in a team, and a proven track record of shipping software quickly then iterating on the experience- Experience building distributed systems and platforms"
