credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose
1,0,495,11,14,737,7170,38142,46,0,0,0,0,credit_card
1,0,103,9,6,732,2157,1215,33,1,0,0,1,debt_consolidation
1,0,866,12,19,707,4860,79746,78,0,0,0,0,debt_consolidation
1,0,117,10,7,692,1710,4613,32,3,0,0,0,all_other
1,0,155,11,18,772,9420,16685,48,0,0,0,0,debt_consolidation
1,0,172,11,16,727,7560,28532,99,1,0,0,0,debt_consolidation
1,0,159,11,14,727,7020,2530,5,0,1,0,1,debt_consolidation
1,0,746,12,20,662,7920,90063,80,1,0,0,1,debt_consolidation
1,0,343,11,4,677,5070,4848,56,3,0,0,0,debt_consolidation
1,0,187,11,12,762,3720,1940,12,0,0,0,0,debt_consolidation
1,0,156,12,11,727,3330,26192,54,0,0,0,0,debt_consolidation
1,0,816,11,1,752,5520,2018,35,2,0,0,0,small_business
1,0,219,11,12,752,3270,3233,10,3,0,0,0,educational
1,0,334,11,21,672,4023,34009,91,0,0,0,0,all_other
1,0,875,11,10,687,5487,5734,36,0,0,0,0,debt_consolidation
1,0,159,11,24,732,4290,25295,62,2,0,0,0,debt_consolidation
1,0,99,10,20,732,1920,228,10,1,0,0,1,all_other
1,0,33,10,12,702,5760,7569,74,2,0,0,1,all_other
1,0,832,12,6,737,3690,15169,35,0,0,0,1,debt_consolidation
1,0,237,11,0,782,3960,0,0,1,0,0,0,educational
1,0,621,11,13,682,3150,32820,88,0,0,0,0,debt_consolidation
1,0,49,10,24,757,1800,280,16,0,0,0,0,home_improvement
1,0,166,11,24,702,7530,66179,41,1,0,0,0,credit_card
1,0,165,10,22,662,2850,275,3,3,1,0,1,all_other
1,0,177,11,3,667,2880,0,0,1,0,0,1,all_other
1,0,318,11,6,762,2430,66,0,3,0,0,0,home_improvement
1,0,477,11,6,777,6840,1892,5,2,0,0,0,credit_card
1,0,546,11,17,692,5790,10852,61,0,5,0,0,credit_card
1,0,158,11,13,742,8040,3945,18,1,1,0,1,major_purchase
1,0,368,11,5,727,1410,358,8,2,0,0,0,all_other
1,0,250,11,7,777,4440,5037,17,3,0,0,0,all_other
1,0,313,11,7,662,3510,3094,61,0,0,0,0,debt_consolidation
1,0,32,11,2,752,5970,5698,53,3,0,0,1,all_other
1,0,41,11,16,662,1800,7774,56,0,0,1,0,all_other
1,0,205,10,16,672,3630,11206,72,0,0,0,0,debt_consolidation
1,0,330,10,0,777,2460,523,7,0,0,0,0,all_other
1,0,331,10,13,742,1350,5787,14,0,0,0,0,debt_consolidation
1,0,453,11,22,672,2760,12425,56,0,0,0,0,all_other
1,0,346,11,6,742,3030,10044,64,1,0,0,0,debt_consolidation
1,0,404,11,21,692,3665,12668,80,2,0,0,0,debt_consolidation
1,0,563,11,21,662,4110,10441,51,2,2,0,1,credit_card
1,0,616,12,2,722,2280,120,1,1,0,0,0,debt_consolidation
1,0,277,11,10,667,2235,5124,35,1,2,0,0,debt_consolidation
1,0,730,13,10,717,7050,100109,90,2,0,0,0,debt_consolidation
1,0,287,10,18,682,2161,7452,74,0,0,0,0,debt_consolidation
1,0,91,11,3,662,3720,2601,41,2,1,1,0,small_business
1,0,538,11,18,717,4110,24953,94,0,0,0,0,debt_consolidation
1,0,316,12,0,792,8880,1800,4,1,0,0,0,debt_consolidation
1,0,658,11,17,687,3540,23533,46,2,0,0,0,debt_consolidation
1,0,238,11,23,662,1620,8159,55,2,0,0,0,debt_consolidation
1,0,276,11,13,667,2280,15183,70,1,0,1,1,all_other
1,0,119,10,14,712,1770,800,15,0,0,0,0,all_other
1,0,832,12,8,762,5643,2290,1,0,0,0,0,major_purchase
1,0,68,10,19,707,1110,1527,22,0,0,0,0,all_other
1,0,202,10,6,682,8550,2269,25,2,1,0,0,all_other
1,0,515,10,8,677,1230,5465,80,2,0,0,1,all_other
1,0,314,10,19,702,1802,0,0,2,0,0,0,all_other
1,0,168,10,24,722,5070,17998,99,1,0,0,0,debt_consolidation
1,0,316,11,4,782,8520,8825,18,3,0,0,0,debt_consolidation
1,0,336,11,18,697,2970,11585,49,0,0,0,0,debt_consolidation
1,0,69,11,7,732,5226,50082,0,0,1,0,0,small_business
1,0,279,11,0,677,3030,858,66,2,0,0,1,debt_consolidation
1,0,170,10,11,677,5190,179,45,2,1,0,0,debt_consolidation
1,0,525,12,3,687,2490,65872,59,2,0,0,1,debt_consolidation
1,0,525,11,9,677,7440,0,0,0,0,0,0,home_improvement
1,0,203,11,15,682,3870,6026,81,1,0,0,1,debt_consolidation
1,0,381,11,6,752,2760,10457,16,0,0,0,0,major_purchase
1,0,301,10,7,752,3840,7866,45,0,0,0,0,debt_consolidation
1,0,666,11,15,722,5760,9263,48,1,0,1,0,debt_consolidation
1,0,143,11,24,662,4800,44991,100,0,0,0,0,credit_card
1,0,560,11,13,677,4560,10728,92,2,1,1,0,debt_consolidation
1,0,318,11,11,702,3600,8300,39,0,0,0,0,debt_consolidation
1,0,766,12,15,737,6001,25274,40,0,0,0,0,debt_consolidation
1,0,341,11,9,732,3330,12747,30,1,0,0,0,debt_consolidation
1,0,199,12,15,702,2730,22003,37,3,0,0,0,home_improvement
1,0,443,11,17,742,10590,13844,50,3,0,0,0,all_other
1,0,67,10,9,687,1740,10186,51,0,0,0,1,all_other
1,0,633,11,14,737,3510,19697,59,0,0,0,0,debt_consolidation
1,0,219,10,4,772,4770,0,0,0,0,0,0,all_other
1,0,329,10,16,727,8431,21052,85,0,0,0,0,debt_consolidation
1,0,243,12,0,682,3738,633,42,1,0,0,0,all_other
1,0,686,12,20,692,8790,57803,82,1,0,0,0,educational
1,0,191,10,20,752,4087,17953,72,0,0,0,0,credit_card
1,0,448,11,21,677,2430,14021,72,0,0,0,0,debt_consolidation
1,0,621,12,8,767,5026,3884,13,2,0,0,0,small_business
1,0,221,11,9,762,5190,977,3,1,0,0,0,debt_consolidation
1,0,204,11,13,682,1710,679,7,3,1,0,0,major_purchase
1,0,187,11,22,737,3607,14217,20,2,0,0,0,debt_consolidation
1,0,377,11,23,677,5250,16665,61,1,0,0,0,debt_consolidation
1,0,85,10,15,727,8160,17806,99,0,0,0,1,debt_consolidation
1,0,190,11,8,667,5460,30209,79,2,0,0,0,debt_consolidation
1,0,270,11,9,697,3750,9017,40,1,0,0,0,debt_consolidation
1,0,413,11,24,757,5370,17278,40,0,0,0,0,debt_consolidation
1,0,50,10,3,752,3330,2201,5,2,0,0,0,all_other
1,0,165,10,10,747,15692,452,90,0,0,0,1,all_other
1,0,333,11,1,712,5011,239,5,1,2,0,0,home_improvement
1,0,230,11,2,772,1500,777,5,0,0,0,0,educational
1,0,588,11,24,672,1890,19333,61,2,0,0,0,debt_consolidation
1,0,398,10,15,722,4472,4893,58,0,0,1,0,debt_consolidation
1,0,93,11,7,772,4740,13440,39,1,0,0,0,debt_consolidation
1,0,666,11,7,732,8703,11522,46,0,1,0,0,debt_consolidation
1,0,350,11,22,662,6960,35876,81,1,0,0,0,debt_consolidation
1,0,277,11,17,667,3360,8590,88,1,0,0,0,home_improvement
1,0,320,11,12,697,2855,6696,48,1,1,0,0,debt_consolidation
1,0,95,11,13,722,2610,2541,11,2,0,0,0,all_other
1,0,33,10,0,712,2610,6,0,0,0,0,0,educational
1,0,343,12,9,677,4758,1459,26,1,0,0,0,all_other
1,0,164,11,13,772,4410,63,0,1,0,0,0,all_other
1,0,163,12,1,682,2190,9299,67,2,0,0,0,major_purchase
1,0,135,10,2,702,3000,1291,48,0,0,0,0,all_other
1,0,239,11,9,682,2070,400,44,0,0,0,0,major_purchase
1,0,108,10,23,792,7980,12748,21,1,0,0,0,all_other
1,0,266,10,17,702,3990,7976,47,3,0,1,1,debt_consolidation
1,0,93,11,14,797,9930,6015,44,1,0,0,0,debt_consolidation
1,0,286,11,18,737,6970,17870,43,1,0,0,0,credit_card
1,0,60,11,12,682,5190,2496,57,3,0,1,0,all_other
1,0,253,11,8,772,4761,358,8,0,0,0,0,all_other
1,0,812,12,14,737,4500,33098,84,0,0,0,0,debt_consolidation
1,0,398,10,6,722,5010,14406,68,1,0,0,1,debt_consolidation
1,0,199,14,0,772,5071,2926,13,0,0,0,0,major_purchase
1,0,200,11,5,722,2040,4342,46,0,0,0,0,all_other
1,0,277,11,7,662,1920,7855,74,0,0,0,0,all_other
1,0,172,11,2,682,1620,5536,73,0,0,0,0,debt_consolidation
1,0,799,12,5,777,12690,2574,8,3,0,0,0,debt_consolidation
1,0,725,11,1,802,3810,2123,5,0,0,0,1,all_other
1,0,251,11,11,697,2880,4700,40,2,1,0,0,all_other
1,0,179,11,23,687,9631,35820,97,1,0,0,1,small_business
1,0,316,11,3,752,5130,6593,31,0,0,0,0,debt_consolidation
1,0,828,11,16,752,5130,84110,55,0,0,0,0,debt_consolidation
1,0,93,11,11,777,16652,14444,27,0,0,0,0,all_other
1,0,199,11,16,702,2970,18549,44,0,0,0,0,debt_consolidation
1,0,663,11,15,747,6240,8156,22,2,0,0,0,debt_consolidation
1,0,400,11,1,712,3450,14615,71,2,0,0,0,debt_consolidation
1,0,413,11,17,752,5071,18266,49,0,0,0,0,debt_consolidation
1,0,199,10,4,747,3060,2458,68,1,0,0,0,all_other
1,0,268,12,12,697,6510,37784,70,0,0,0,0,all_other
1,0,250,10,13,792,4170,4887,14,0,0,0,0,debt_consolidation
1,0,158,10,6,742,9210,3406,10,1,0,1,0,debt_consolidation
1,0,205,10,12,742,3853,29437,50,2,0,0,0,debt_consolidation
1,0,844,12,10,682,7140,31525,76,0,0,0,0,debt_consolidation
1,0,412,11,16,707,4530,2335,97,3,0,0,1,debt_consolidation
1,0,164,11,3,712,4200,2650,48,2,0,1,0,major_purchase
1,0,135,11,1,797,8490,2792,5,1,0,0,0,all_other
1,0,270,11,17,692,4020,10320,48,0,0,0,0,credit_card
1,0,381,11,1,797,11130,201,0,1,0,0,0,debt_consolidation
1,0,316,12,15,752,4830,7015,24,1,0,0,0,debt_consolidation
1,0,335,11,21,702,5640,52537,49,1,0,0,0,all_other
1,0,183,13,0,807,9663,6098,0,2,0,0,0,all_other
1,0,87,11,13,667,4020,1759,49,2,0,0,0,debt_consolidation
1,0,66,11,17,692,2070,10708,80,0,0,0,0,credit_card
1,0,343,12,16,677,4410,29344,57,2,0,0,0,major_purchase
1,0,462,11,6,727,2310,12875,27,3,0,0,0,debt_consolidation
1,0,316,12,4,757,6180,82445,17,2,0,0,0,debt_consolidation
1,0,442,11,16,687,4770,17704,72,0,0,0,0,debt_consolidation
1,0,102,10,9,682,1200,8901,65,0,0,0,0,debt_consolidation
1,0,185,9,5,692,6270,253,3,0,0,0,0,debt_consolidation
1,0,380,11,10,677,5705,10844,69,3,1,0,0,debt_consolidation
1,0,165,11,4,712,5130,10842,26,1,0,1,0,debt_consolidation
1,0,795,11,8,717,3180,11717,38,3,0,0,0,major_purchase
1,0,51,10,19,667,3300,2603,44,3,0,0,0,all_other
1,0,679,11,22,727,5981,22969,24,0,0,0,0,debt_consolidation
1,0,264,11,13,717,2280,16275,49,0,0,0,0,credit_card
1,0,394,11,23,772,3846,3663,28,0,0,0,1,debt_consolidation
1,0,108,10,20,777,7112,3459,17,5,0,0,0,credit_card
1,0,218,10,14,702,1800,1799,38,2,1,0,0,all_other
1,0,318,11,16,747,7230,32508,41,1,0,0,0,debt_consolidation
1,0,462,11,16,767,5130,23088,50,2,0,0,0,debt_consolidation
1,0,556,11,18,692,5422,10893,97,3,1,0,0,small_business
1,0,679,12,10,702,4860,27421,54,2,1,0,0,debt_consolidation
1,0,312,12,4,787,4230,10184,27,1,0,0,0,all_other
1,0,502,11,10,712,5370,15690,52,0,0,0,1,home_improvement
1,0,456,11,9,692,6120,6702,56,1,0,0,0,debt_consolidation
1,0,480,11,22,747,3661,14479,54,3,0,0,1,small_business
1,0,157,10,21,687,5970,23810,74,0,0,0,0,debt_consolidation
1,0,238,11,13,677,2640,3964,56,1,0,0,0,debt_consolidation
1,0,335,11,1,792,2311,383,8,0,0,0,0,all_other
1,0,161,10,12,697,1950,3647,94,1,0,0,0,debt_consolidation
1,0,273,10,9,692,2940,13568,75,3,0,0,0,all_other
1,0,328,10,5,747,2706,7656,38,4,0,0,0,debt_consolidation
1,0,281,11,12,772,7440,9910,15,1,0,0,0,all_other
1,0,507,12,8,697,9420,23494,46,0,3,1,0,credit_card
1,0,274,11,12,682,2610,15514,77,0,0,0,1,all_other
1,0,875,11,14,747,5370,22170,77,1,0,0,0,small_business
1,0,253,11,15,767,10380,10624,19,0,0,0,0,debt_consolidation
1,0,533,11,24,717,4710,15458,63,0,0,0,0,debt_consolidation
1,0,663,12,23,737,13020,32654,39,2,0,0,0,credit_card
1,0,832,11,17,752,3540,23602,58,4,0,0,0,debt_consolidation
1,0,199,11,9,707,5070,12757,31,0,0,1,0,debt_consolidation
1,0,328,10,20,782,14130,13952,23,0,0,0,0,debt_consolidation
1,0,172,10,17,667,2280,4925,40,2,0,0,0,debt_consolidation
1,0,287,10,14,682,1894,4867,46,0,0,0,1,major_purchase
1,0,143,11,8,787,3691,858,4,4,0,0,0,home_improvement
1,0,84,9,10,757,2250,1158,19,2,0,0,0,all_other
1,0,165,10,16,782,5910,1149,24,0,0,0,0,all_other
1,0,333,11,19,707,3637,33878,79,3,0,0,0,debt_consolidation
1,0,381,11,16,722,9870,19036,82,0,0,0,0,debt_consolidation
1,0,491,12,10,667,3538,14718,40,1,0,0,0,small_business
1,0,266,11,19,707,2220,2707,32,0,0,0,0,debt_consolidation
1,0,522,11,5,727,12690,8394,79,3,0,0,1,small_business
1,0,119,11,8,687,4320,450,26,0,1,0,0,all_other
1,0,137,11,18,672,5940,7094,51,0,0,0,0,major_purchase
1,0,565,12,19,662,7140,31742,84,0,1,0,0,debt_consolidation
1,0,433,11,3,717,5070,8535,51,0,1,0,0,educational
1,0,586,11,22,717,3690,20010,85,0,0,0,0,debt_consolidation
1,0,349,10,19,742,3122,14304,24,0,0,0,0,debt_consolidation
1,0,85,11,16,692,15360,3777,35,2,0,0,0,debt_consolidation
1,0,221,11,17,737,2250,1211,19,1,0,0,0,debt_consolidation
1,0,82,10,8,707,3270,7090,73,0,0,0,0,all_other
1,0,281,10,15,782,10770,8880,17,0,0,0,1,debt_consolidation
1,0,186,9,6,727,1198,843,31,0,0,0,0,all_other
1,0,173,11,14,692,4920,9138,41,0,0,0,1,debt_consolidation
1,0,270,10,9,682,2280,7844,84,1,0,0,0,debt_consolidation
1,0,191,11,18,722,5850,4836,62,3,0,0,0,credit_card
1,0,266,11,1,747,4770,150,10,2,0,0,0,major_purchase
1,0,682,12,13,672,4771,8907,27,3,1,0,0,debt_consolidation
1,0,666,11,25,727,5190,38980,69,0,0,0,0,debt_consolidation
1,0,866,12,17,702,4170,30438,79,0,0,0,0,debt_consolidation
1,0,848,12,14,717,1904,3539,36,1,0,0,1,small_business
1,0,316,11,23,752,3302,9527,45,0,0,0,0,debt_consolidation
1,0,264,11,19,722,3300,17559,50,0,0,0,0,credit_card
1,0,492,11,20,757,3270,22458,37,0,0,0,0,debt_consolidation
1,0,328,11,17,732,3900,12581,67,1,0,0,0,debt_consolidation
1,0,222,12,9,727,4020,7124,31,0,0,0,0,all_other
1,0,102,11,5,667,7500,900,20,2,0,0,1,major_purchase
1,0,875,12,0,762,7170,2668,76,1,0,0,0,small_business
1,0,602,11,19,727,6510,59861,92,0,0,0,0,debt_consolidation
1,0,140,11,18,757,8465,20362,20,0,1,0,0,home_improvement
1,0,841,11,9,712,3811,29535,76,0,0,0,0,debt_consolidation
1,0,203,10,18,752,6090,4301,38,0,0,0,0,credit_card
1,0,533,11,20,697,3749,25417,83,0,0,0,0,small_business
1,0,230,11,11,672,2970,7453,96,0,0,1,0,debt_consolidation
1,0,541,11,20,707,6332,15171,36,0,1,0,0,credit_card
1,0,477,10,10,772,5640,8264,24,0,0,0,0,debt_consolidation
1,0,155,11,3,792,7470,4432,7,0,0,0,0,all_other
1,0,696,12,9,682,4800,20249,93,0,0,0,0,debt_consolidation
1,0,676,11,9,707,3060,15389,81,0,0,0,0,debt_consolidation
1,0,95,12,17,722,7050,72814,56,1,0,0,0,all_other
1,0,497,11,10,732,3241,5011,38,0,0,0,0,debt_consolidation
1,0,169,10,24,747,2490,2534,22,2,0,0,0,all_other
1,0,79,10,21,717,1472,3992,68,0,0,0,0,major_purchase
1,0,125,11,7,792,6360,168,1,0,0,0,0,major_purchase
1,0,40,10,24,707,2580,7826,70,1,0,0,0,all_other
1,0,62,11,2,767,5671,2796,9,1,0,0,0,major_purchase
1,0,773,12,20,697,7410,72951,98,0,0,0,0,credit_card
1,0,547,11,17,727,4890,24351,66,1,0,0,0,debt_consolidation
1,0,404,11,12,692,1860,12558,62,1,0,0,0,debt_consolidation
1,0,492,12,9,772,5640,6065,42,4,0,0,0,home_improvement
1,0,278,11,14,767,5160,12657,9,1,0,0,0,debt_consolidation
1,0,312,11,2,802,7440,6077,25,0,0,0,0,home_improvement
1,0,429,12,5,732,4020,27294,45,0,0,0,0,credit_card
1,0,420,12,8,672,3630,33266,93,0,0,0,0,debt_consolidation
1,0,326,10,5,682,2280,3288,35,1,0,0,0,major_purchase
1,0,184,11,13,722,3630,436,7,0,0,0,0,all_other
1,0,154,10,25,672,2582,1355,37,2,0,0,0,all_other
1,0,194,11,10,747,3330,6775,22,0,0,0,0,debt_consolidation
1,0,349,11,22,762,9539,8694,54,4,0,0,0,credit_card
1,0,303,11,22,682,7560,18610,40,0,0,0,1,credit_card
1,0,504,12,14,702,5430,18213,56,0,1,0,0,debt_consolidation
1,0,404,11,7,697,8100,14079,70,0,0,0,0,credit_card
1,0,142,10,0,662,1800,0,0,0,4,0,0,debt_consolidation
1,0,426,12,12,747,9510,35398,70,0,0,0,0,home_improvement
1,0,340,11,18,682,4440,16121,39,0,0,0,1,debt_consolidation
1,0,497,11,14,722,4710,9941,45,0,0,0,0,credit_card
1,0,280,11,16,662,4110,11310,64,2,0,0,0,debt_consolidation
1,0,265,11,11,707,4320,2843,26,2,1,0,1,debt_consolidation
1,0,258,11,9,757,2973,3811,6,0,0,0,0,educational
1,0,210,10,23,692,3780,12082,82,1,1,0,1,debt_consolidation
1,0,270,10,15,697,2913,7054,92,0,0,0,0,debt_consolidation
1,0,47,11,4,737,2880,1991,29,1,0,0,0,all_other
1,0,240,11,11,672,3360,6227,89,1,0,0,0,debt_consolidation
1,0,199,11,5,707,3720,1839,13,0,1,0,0,all_other
1,0,253,11,9,752,6540,10887,41,2,0,0,0,all_other
1,0,275,10,20,697,1650,10634,72,0,0,0,1,small_business
1,0,335,10,5,727,1200,2638,12,2,0,0,0,all_other
1,0,468,11,16,692,5910,21881,96,1,0,0,0,debt_consolidation
1,0,48,11,10,712,2610,193,7,0,0,0,1,all_other
1,0,812,12,20,722,5400,60713,62,1,0,0,0,debt_consolidation
1,0,286,11,10,687,2760,3934,52,1,0,1,0,debt_consolidation
1,0,407,10,0,817,5432,306,0,0,0,0,0,debt_consolidation
1,0,134,11,22,707,1440,3122,57,0,0,0,0,all_other
1,0,283,11,7,707,3210,7679,80,0,0,0,0,credit_card
1,0,328,12,8,742,5040,17930,0,3,0,0,0,all_other
1,0,131,11,10,717,4320,2787,30,3,0,0,0,all_other
1,0,482,10,8,702,3510,11209,67,1,0,0,1,small_business
1,0,512,12,13,682,11550,8785,37,1,0,0,0,home_improvement
1,0,95,11,10,717,2220,6349,32,0,0,0,0,debt_consolidation
1,0,127,10,3,762,2700,3969,20,0,0,0,0,debt_consolidation
1,0,67,11,17,677,2580,2360,59,0,3,0,0,all_other
1,0,676,11,24,707,5090,27879,78,1,0,0,0,debt_consolidation
1,0,517,12,8,682,5730,6618,30,2,0,0,0,home_improvement
1,0,191,11,0,737,2166,0,0,1,0,0,0,credit_card
1,0,312,11,0,777,6570,2994,10,0,0,0,0,debt_consolidation
1,0,338,11,15,692,2100,9538,44,0,0,0,0,debt_consolidation
1,0,828,12,6,777,10290,311,0,1,0,0,0,home_improvement
1,0,316,11,4,757,5282,37334,55,0,0,0,0,credit_card
1,0,200,11,14,727,4740,4563,67,0,0,0,0,debt_consolidation
1,0,612,11,14,687,5749,20429,66,2,0,0,1,small_business
1,0,119,10,5,692,2671,3162,74,1,0,0,0,all_other
1,0,445,12,4,757,6198,5615,9,0,0,0,0,all_other
1,0,862,12,18,707,8910,25478,65,0,1,0,0,credit_card
1,0,297,10,11,747,3720,16021,31,1,0,0,1,debt_consolidation
1,0,158,11,20,742,3990,6673,32,0,0,0,0,all_other
1,0,188,10,11,677,1710,3600,95,0,0,0,0,debt_consolidation
1,0,832,13,2,747,5880,24361,84,0,0,0,0,debt_consolidation
1,0,168,10,13,702,7710,11154,86,1,0,1,0,debt_consolidation
1,0,62,11,5,787,4770,706,1,1,0,0,0,home_improvement
1,0,125,10,18,767,5610,611,7,1,0,0,0,major_purchase
1,0,191,11,16,737,3120,55,1,3,0,0,1,home_improvement
1,0,206,11,10,732,5132,11589,21,0,1,0,0,credit_card
1,0,218,10,14,712,3510,1988,99,0,0,0,0,debt_consolidation
1,0,158,11,22,772,6060,2930,20,5,0,0,0,all_other
1,0,476,11,9,702,5700,11284,95,0,0,0,0,debt_consolidation
1,0,824,11,10,777,6120,30928,63,2,0,0,0,debt_consolidation
1,0,202,11,3,697,1590,3733,58,2,0,0,0,debt_consolidation
1,0,305,11,18,742,4050,9571,31,3,1,0,0,debt_consolidation
1,0,253,11,1,812,9780,255,1,1,0,0,0,all_other
1,0,318,11,15,742,6660,37471,62,1,0,0,0,home_improvement
1,0,414,12,15,672,7610,30232,67,0,2,0,0,credit_card
1,0,828,12,2,757,9810,6834,30,5,0,0,1,home_improvement
1,0,318,11,10,742,3630,14880,58,2,0,0,0,all_other
1,0,268,11,2,697,3630,4676,47,1,0,0,0,all_other
1,0,480,10,0,787,4860,0,0,3,0,0,0,debt_consolidation
1,0,295,11,17,732,7140,19109,38,2,0,0,0,debt_consolidation
1,0,133,11,19,727,4200,15366,51,3,0,0,0,home_improvement
1,0,286,11,9,747,3907,4051,14,1,0,0,0,all_other
1,0,172,12,18,667,5340,54165,75,1,1,0,0,all_other
1,0,169,12,15,692,3842,53761,92,2,0,0,1,home_improvement
1,0,223,10,15,707,1470,1855,23,0,0,0,0,all_other
1,0,318,11,13,737,2280,3706,11,1,0,0,0,major_purchase
1,0,254,12,22,687,6840,33465,89,2,0,0,0,debt_consolidation
1,0,33,9,4,747,1260,486,21,0,0,0,0,debt_consolidation
1,0,501,11,24,757,8043,6212,50,2,0,0,0,debt_consolidation
1,0,316,11,8,757,8430,20627,22,0,0,0,0,debt_consolidation
1,0,260,10,5,687,1140,5385,58,1,0,0,0,debt_consolidation
1,0,412,10,5,692,1288,5917,61,3,0,0,0,all_other
1,0,144,11,14,667,3264,3082,99,0,0,0,0,debt_consolidation
1,0,540,12,2,777,4020,63646,10,1,0,0,0,all_other
1,0,808,12,18,742,9360,81940,35,0,0,0,0,debt_consolidation
1,0,279,10,25,727,8010,9193,28,0,0,0,0,debt_consolidation
1,0,866,11,0,772,4410,3910,6,3,0,0,0,small_business
1,0,324,11,8,737,5730,13041,39,1,0,0,0,debt_consolidation
1,0,472,12,10,737,7627,29411,59,3,0,0,0,credit_card
1,0,679,11,16,792,16350,34039,2,4,0,0,0,small_business
1,0,109,11,9,742,2790,2087,10,0,0,0,0,debt_consolidation
1,0,137,11,16,672,5130,4007,55,1,0,0,0,debt_consolidation
1,0,367,10,11,732,3810,10631,37,3,0,0,1,debt_consolidation
1,0,241,11,14,722,2670,8250,94,2,0,0,0,all_other
1,0,398,11,21,737,3420,9078,69,0,0,0,0,credit_card
1,0,99,11,19,697,6450,13660,79,1,0,0,0,credit_card
1,0,586,11,21,722,4953,15859,79,0,0,0,0,credit_card
1,0,197,11,24,717,4740,4136,52,0,0,0,0,credit_card
1,0,533,11,2,742,1261,4949,0,1,0,0,1,small_business
1,0,103,11,6,747,2043,4708,43,1,0,0,1,all_other
1,0,200,10,10,747,3690,3380,32,4,0,0,1,debt_consolidation
1,0,818,11,14,722,9600,12606,88,0,0,0,0,debt_consolidation
1,0,94,10,25,742,5220,20594,38,0,0,0,0,all_other
1,0,394,11,13,752,4920,25245,53,4,0,0,0,home_improvement
1,0,306,10,11,682,3930,3279,41,0,0,0,0,debt_consolidation
1,0,103,10,12,672,3660,1772,74,0,0,0,0,all_other
1,0,169,10,18,687,1633,14940,41,0,0,0,1,small_business
1,0,305,11,18,742,4981,11361,35,2,1,0,0,home_improvement
1,0,348,10,15,667,2370,8556,44,1,0,0,0,debt_consolidation
1,0,477,12,7,797,7260,19412,32,0,0,0,0,credit_card
1,0,484,11,21,722,6360,42613,98,1,0,0,1,credit_card
1,0,159,10,16,727,3330,1877,10,1,0,0,0,debt_consolidation
1,0,274,11,18,672,6540,7862,72,0,0,0,0,credit_card
1,0,174,11,15,742,6990,11484,12,0,1,0,0,debt_consolidation
1,0,676,11,10,712,5520,22576,83,3,0,0,0,debt_consolidation
1,0,666,11,13,727,4774,28404,75,1,0,0,0,debt_consolidation
1,0,283,12,16,687,3540,26040,61,1,0,0,0,home_improvement
1,0,502,11,17,712,2190,8109,60,0,0,0,0,all_other
1,0,442,10,22,692,6780,24127,70,3,0,0,0,debt_consolidation
1,0,390,11,22,667,2779,10677,55,1,0,0,0,major_purchase
1,0,541,11,12,702,5040,13264,62,1,0,0,0,debt_consolidation
1,0,331,11,6,687,2675,9972,36,3,0,1,0,major_purchase
1,0,280,10,14,717,2850,3317,63,0,0,0,0,educational
1,0,221,12,11,737,6420,73196,17,2,0,0,0,debt_consolidation
1,0,334,11,6,662,1920,3125,33,0,2,0,0,debt_consolidation
1,0,124,10,10,777,3450,2063,12,0,0,0,0,major_purchase
1,0,86,11,15,662,3990,4763,78,2,0,1,0,credit_card
1,0,557,11,21,677,1800,11725,55,1,0,0,1,debt_consolidation
1,0,221,11,6,757,3667,4360,29,0,0,0,0,major_purchase
1,0,700,11,5,682,3150,8436,88,0,0,0,0,debt_consolidation
1,0,206,11,14,667,9240,3407,49,2,5,0,0,debt_consolidation
1,0,506,11,13,662,4710,35174,69,3,0,0,0,debt_consolidation
1,0,184,12,9,707,4260,2379,40,1,0,0,0,small_business
1,0,330,11,10,717,4500,8368,67,1,0,0,0,debt_consolidation
1,0,502,10,12,707,4680,11197,53,0,0,1,0,debt_consolidation
1,0,95,11,16,727,4290,16116,68,2,0,0,0,all_other
1,0,478,11,22,682,7000,14200,43,1,2,0,0,debt_consolidation
1,0,396,12,1,772,3570,1957,12,1,0,0,0,all_other
1,0,176,11,21,697,4440,13313,31,0,0,0,0,debt_consolidation
1,0,804,11,10,662,1290,12863,38,1,0,0,0,all_other
1,0,755,11,21,702,3360,35236,69,2,0,0,0,debt_consolidation
1,0,157,10,22,702,2130,28450,76,2,0,0,0,debt_consolidation
1,0,331,11,10,792,9990,444,1,3,0,0,0,all_other
1,0,382,11,14,702,3780,18252,61,1,0,0,0,debt_consolidation
1,0,812,12,13,727,9000,121563,27,1,0,0,0,home_improvement
1,0,50,11,9,677,8820,1506,38,0,2,0,0,all_other
1,0,99,11,12,697,7920,17900,65,1,0,0,0,credit_card
1,0,586,11,23,727,5820,13042,52,0,0,0,0,home_improvement
1,0,243,11,3,667,3660,54727,89,0,0,0,0,credit_card
1,0,47,11,1,747,2640,1125,16,1,0,0,0,debt_consolidation
1,0,93,10,7,752,2250,446,17,0,0,0,0,major_purchase
1,0,497,11,14,727,6841,10894,40,0,0,1,0,credit_card
1,0,252,11,8,687,3000,8091,31,1,0,0,0,debt_consolidation
1,0,198,10,16,717,11160,6433,49,1,0,0,0,debt_consolidation
